coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
642516,2,M,2010,BSN   ,Nursing,5,1
642567,4,M,2010,BS    ,Advertising & Public Relations,50,1
642603,4,F,2010,BA    ,Journalism,20,1
642635,8,F,2010,MS    ,Cell and Molecular Biology,150,1
642650,2,M,2010,BBA   ,Finance,20,1
642743,2,M,2010,MSW   ,Social Work,1,1
642826,6,M,2010,BBA   ,Marketing,100,1
642872,6,M,2013,MPA   ,Public Administration,150,1
643008,2,F,2013,BS    ,Psychology,10,1
643037,4,M,2011,BBA   ,Management,25,1
643171,3,F,2011,BS    ,Integrated Science,50,1
643277,5,F,2011,BS    ,Art and Design,50,1
643339,10,F,2011,BFA   ,Art,10,1
643430,7,M,2011,BS    ,Mathematics,20,1
643501,1,F,2011,BBA   ,Management,50,1
643592,5,F,2011,BS    ,Health Professions,150,1
643772,5,M,2011,BS    ,Biomedical Sciences,100,1
643799,2,F,2011,BS    ,Clinical Laboratory Sciences,5,1
643838,4,M,2012,BBA   ,Marketing,100,1
643983,2,M,2011,MED   ,Special Education,10,1
644039,2,F,2010,BS    ,Health Communication,35,1
644045,3,F,2014,BS    ,Hospitality Tourism Mgt,5,1
644275,7,F,2011,BS    ,Psychology,10,1
644452,2,F,2011,BS    ,Integrated Science,50,1
644622,3,M,2012,MED   ,Higher Education,25,1
644644,8,M,2012,MED   ,Higher Education,50,1
644720,22,F,2012,BA    ,English Language and Lit,30,1
644764,6,F,2012,MED   ,Higher Education,70,1
644807,10,M,2011,BA    ,International Relations,100,1
644987,2,F,2011,BA    ,Writing,250,1
645028,5,M,2011,BBA   ,Marketing,35,1
645045,5,M,2011,BBA   ,Business General,5,1
645141,4,F,2011,BBA   ,Finance,75,1
645190,4,F,2011,BA    ,English Language and Literature,25,1
645235,5,M,2011,BS    ,Criminal Justice,50,1
645291,1,F,2011,MSW   ,Social Work,1,1
645358,4,M,2011,BS    ,Biomedical Sciences,25,1
645386,6,M,2013,BS    ,GRO Social Studies,50,1
646585,3,M,2012,MSA   ,Accounting,100,1
646678,4,F,2012,BS    ,Allied Health Sciences,10,1
646724,3,M,2011,BBA   ,Business Economics,25,1
646740,5,F,2012,BS    ,Biology,90,1
646838,3,F,2011,MED   ,Higher Education,25,1
646916,18,M,2013,BBA   ,Business Economics,30,1
646919,13,M,2013,BS    ,Political Science,17,1
646980,9,F,2014,BS    ,Hospitality Tourism Mgt,5,1
646981,14,F,2014,BA    ,Communication Studies,10,1
646991,5,M,2014,BA    ,International Relations,60,1
647040,5,F,2014,BA    ,Communication Studies,3,1
647044,4,F,2014,BS    ,Exercise Science,25,1
647080,10,F,2011,BS    ,Behavioral Science,75,1
647104,4,M,2014,BA    ,History,255,1
647115,4,F,2014,BS    ,Biomedical Sciences,2,1
647117,4,F,2013,BA    ,English Language and Lit,15,1
647156,6,F,2014,BA    ,Theatre,250,1
647189,11,F,2014,BS    ,Advertising & Public Relations,35,1
647196,5,F,2013,BA    ,English Language and Lit,50,1
647204,2,F,2014,BA    ,Broadcasting,5,1
647227,7,F,2014,BA    ,French,8,1
647269,15,F,2014,BS    ,Biomedical Sciences,50,1
647272,3,F,2013,BA    ,International Relations,5,1
647273,3,F,2014,BA    ,Classical Tradition,3,1
647305,15,F,2013,BA    ,Mathematics,50,1
647333,11,F,2013,BS    ,Biomedical Sciences,20,1
647339,11,M,2012,BS    ,Political Science,50,1
647378,3,F,2014,BS    ,Natural Resource Management,5,1
647380,2,F,2014,BA    ,Public and Nonprofit Admin,10,1
647390,3,M,2014,BBA   ,Finance,50,1
647472,8,F,2011,BA    ,English Language and Literature,20,1
647500,7,F,2014,BBA   ,Marketing,5,1
647518,8,F,2014,BBA   ,International Business,25,1
647524,2,F,2013,BS    ,Mathematics,20,1
647527,3,F,2014,BS    ,Biomedical Sciences,3,1
647529,3,M,2014,BA    ,Mathematics,10,1
647568,5,F,2014,BA    ,Music,25,1
647586,3,M,2012,BS    ,Allied Health Sciences,25,1
648007,4,F,2013,PBCE  ,,25,1
648017,4,F,2014,BS    ,Psychology,25,1
649040,16,M,2011,BA    ,Communication Studies,20,1
649086,11,F,2011,BS    ,Advertising & Public Relations,200,1
649271,9,F,2012,MS    ,Communications,50,1
649358,13,M,2012,BSN   ,Nursing,500,1
649416,19,M,2012,PRCE  ,Sustainable City & Regnl Plan,10,1
649804,10,F,2011,BME   ,Music,300,1
650076,9,F,2011,BS    ,Radiation Therapy,30,1
650184,2,M,2011,BS    ,Health Professions,50,1
650189,9,M,2011,MSA   ,Accounting,5000,1
650211,3,F,2011,MBA   ,Business General,100,1
650264,16,F,2011,BBA   ,Marketing,10,1
650353,3,F,2011,BS    ,Psychology,25,1
650363,5,M,2011,BS    ,Physical Education,25,1
650504,3,F,2011,BBA   ,Management,50,1
650645,1,F,2011,MSW   ,Social Work,1,1
659309,5,F,2012,BS    ,Exercise Science,25,1
659319,12,F,2012,BSN   ,Nursing,150,1
659345,8,F,2012,BA    ,English Language and Literature,20,1
663499,4,M,2014,BME   ,Music,5,1
667140,7,F,2013,MED   ,Higher Education,5,1
667287,2,F,2012,MPAS  ,Physician Assistant Studies,10,1
667302,5,F,2012,BS    ,Psychology,615,1
667329,2,F,2014,BSW   ,Social Work,3,1
667739,5,F,2011,BS    ,Geology,50,1
667813,4,M,2011,MBA   ,Business General,20,1
668058,2,F,2011,BS    ,Liberal Studies,50,1
668507,9,M,2014,BS    ,Physical Education,5,1
669284,2,F,2011,BBA   ,Marketing,9,1
669330,5,F,2011,BA    ,Spanish,25,1
669368,2,F,2011,BS    ,Athletic Training,5,1
669453,2,M,2011,BS    ,Hospitality Tourism Mgt,150,1
669463,9,M,2011,BS    ,Hospitality Tourism Mgt,50,1
669532,1,M,2012,BS    ,Computer Science,10,1
669661,4,F,2011,BS    ,Biology,10,1
669684,1,M,2013,BS    ,GRO Social Studies,5,1
669774,6,F,2011,BS    ,Health Communication,70,1
669850,2,F,2012,BS    ,Natural Resource Management,20,1
670041,9,F,2013,BA    ,English Language and Lit,25,1
670096,7,M,2012,BS    ,Information Systems,25,1
670136,2,F,2012,BA    ,Photography,20,1
670153,7,F,2012,BS    ,History,10,1
670181,2,M,2012,BS    ,Integrated Science,25,1
670305,4,F,2012,BS    ,Psychology,50,1
670322,10,M,2012,BBA   ,Finance,85,1
670370,2,M,2012,BS    ,Sociology,20,1
670668,9,F,2013,BA    ,Public Administration,50,1
670966,3,M,2012,BBA   ,Business Economics,85,1
670970,40,F,2013,MST   ,Taxation,50,1
671377,10,F,2012,BS    ,Advertising & Public Relations,20,1
671916,2,F,2011,BS    ,Political Science,30,1
671960,8,F,2011,BS    ,Health Science,15,1
672220,1,M,2011,MPA   ,Public Administration,20,1
672510,2,M,2014,BSE   ,Engineering,5,1
672720,7,M,2012,BS    ,Physical Education,1,1
672742,7,M,2012,BA    ,English Language and Literature,5,1
672759,4,F,2012,BS    ,Allied Health Sciences,25,1
672812,4,M,2012,BBA   ,Finance,70,1
672828,4,M,2012,BA    ,Political Science,20,1
672919,2,M,2013,BS    ,Physical Education,20,1
672953,5,F,2012,BS    ,Hospitality Tourism Mgt,5,1
672974,5,F,2012,BS    ,Exercise Science,100,1
673019,3,F,2012,BS    ,Hospitality Tourism Mgt,100,1
673084,5,M,2013,BA    ,GRO Social Studies,100,1
673095,16,F,2012,BBA   ,Marketing,40,1
673134,6,F,2012,BA    ,Dance,30,1
673160,2,M,2012,BBA   ,Accounting,20,1
673267,1,M,2012,BS    ,Mathematics,15,1
673328,2,M,2012,BBA   ,Finance,20,1
673355,5,F,2012,BFA   ,Art,25,1
674267,10,F,2014,BS    ,Biology,10,1
675060,7,M,2013,MED   ,Higher Education,25,1
675154,2,M,2012,BA    ,International Relations,25,1
675214,4,M,2012,BA    ,Film and Video,25,1
675404,2,M,2012,MSA   ,Accounting,10,1
675493,6,F,2013,BSN   ,Nursing,25,1
675504,1,M,2013,BS    ,Biology,5,1
675755,20,F,2014,MPA   ,Public Administration,280,1
675805,2,M,2012,MSA   ,Accounting,10,1
676768,5,F,2012,BS    ,Liberal Studies,200,1
676847,3,F,2012,BS    ,Psychology,5,1
676987,1,F,2012,BA    ,Communication Studies,50,1
677041,2,F,2012,BA    ,English Language and Literature,10,1
677102,2,F,2012,MPA   ,Public Administration,2,1
677262,4,M,2012,BBA   ,Accounting,50,1
677312,7,M,2012,MPA   ,Public Administration,12,1
677350,2,F,2012,MED   ,Higher Education,25,1
677477,6,F,2013,BBA   ,Marketing,25,1
677479,5,F,2013,BA    ,Public and Nonprofit Admin,25,1
685354,2,F,2014,BS    ,Exercise Science,10,1
687600,6,F,2013,BBA   ,Marketing,25,1
687603,3,M,2014,BA    ,Liberal Studies,10,1
691227,5,F,2014,BBA   ,Accounting,10,1
691322,1,M,2012,BBA   ,Finance,100,1
691503,2,F,2012,BBA   ,Accounting,5,1
691657,1,F,2012,MSW   ,Social Work,20,1
692113,7,F,2014,BSW   ,Social Work,5,1
692381,4,F,2014,BA    ,Criminal Justice,5,1
692641,3,M,2012,MS    ,Cell and Molecular Biology,50,1
693337,2,F,2014,BS    ,Comp Sci & Arts for Teaching,2.96,1
693358,3,M,2014,BS    ,GRO Social Studies,5,1
693411,6,F,2012,BS    ,Geology,100,1
693468,5,M,2013,BS    ,Physics,50,1
693511,4,F,2014,BS    ,Integrated Science,2,1
693623,3,F,2013,BSN   ,Nursing,110,1
693666,5,M,2013,BS    ,Biopsychology,25,1
693673,3,M,2013,BS    ,Theatre,250,1
693711,4,F,2014,BS    ,Comp Sci & Arts for Teaching,10,1
693791,2,F,2013,BS    ,Biomedical Sciences,50,1
693804,2,F,2012,BS    ,Health Professions,20,1
693821,6,F,2013,BS    ,Occup Safety/Health Management,10,1
693927,3,F,2014,BBA   ,Management,10,1
693958,6,F,2012,BS    ,GRO Social Studies,25,1
693983,4,M,2012,BBA   ,Finance,25,1
693995,2,F,2012,BS    ,Communication Studies,5,1
694070,7,F,2013,BS    ,Physical Education,50,1
694080,4,F,2014,BA    ,Spanish,10,1
694093,5,F,2013,BS    ,Biomedical Sciences,10,1
694163,4,F,2013,BA    ,English Language and Lit,7.5,1
694207,2,F,2014,BA    ,Comp Sci & Arts for Teaching,10,1
694256,3,F,2013,BS    ,Biology,10,1
694431,4,F,2013,MSW   ,Social Work,10,1
694597,3,F,2012,BA    ,Criminal Justice,10,1
695527,11,M,2013,MBA   ,Business General,50,1
695825,10,M,2012,MBA   ,Business General,200,1
695880,1,M,2012,MBA   ,Business General,50,1
696017,1,F,2014,BS    ,Comp Sci & Arts for Teaching,5,1
696037,2,F,2014,MED   ,Literacy Studies,3,1
697419,5,M,2013,BS    ,Mathematics,20,1
697426,5,F,2013,BA    ,French,10,1
697452,2,F,2013,BS    ,Photography,10,1
697503,4,M,2014,BA    ,History,10,1
697648,4,M,2013,BS    ,Biology,50,1
697737,2,M,2014,BS    ,Integrated Science,2,1
697777,1,F,2013,BS    ,Physical Education,15,1
697785,1,M,2013,BBA   ,Finance,75,1
697837,4,F,2013,BS    ,Health Professions,25,1
697902,2,M,2014,BS    ,Exercise Science,5,1
697941,9,M,2013,BBA   ,Finance,10,1
697967,3,M,2013,BBA   ,Supply Chain Management,25,1
697976,5,M,2013,BS    ,Geology,50,1
698018,5,F,2014,BBA   ,Finance,10,1
698028,3,M,2014,BS    ,Geography,10,1
698046,7,M,2013,BA    ,Women & Gender Studies,10,1
698070,5,M,2013,BBA   ,Finance,85,1
698074,4,F,2013,MSW   ,Social Work,10,1
698168,1,F,2014,BS    ,Psychology,4,1
698202,3,F,2013,BA    ,Writing,15,1
698216,2,F,2014,BS    ,Biomedical Sciences,5,1
698276,6,F,2013,MSA   ,Accounting,30,1
698300,3,F,2014,BA    ,Comp Sci & Arts for Teaching,3,1
698308,1,M,2013,BA    ,Writing,1,1
698330,1,M,2013,BFA   ,Studio Art,10,1
698333,4,F,2013,BA    ,Criminal Justice,10,1
698373,4,M,2013,BBA   ,Accounting,5,1
698394,2,F,2014,BA    ,Film and Video,5,1
698419,6,F,2013,BA    ,Communication Studies,10,1
698621,6,F,2013,BS    ,Liberal Studies,10,1
698629,6,F,2013,BS    ,Political Science,10,1
698631,6,F,2013,BA    ,Writing,10,1
698737,6,F,2014,MS    ,Biostatistics,34,1
698746,1,F,2014,BS    ,Statistics,10,1
698842,8,F,2014,BA    ,Anthropology,50,1
699803,4,M,2013,BS    ,Psychology,20,1
699835,3,F,2014,BS    ,Athletic Training,100,1
699845,7,M,2014,BS    ,Information Systems,10,1
699950,1,F,2014,BS    ,Exercise Science,10,1
700006,3,M,2014,MSA   ,Accounting,25,1
700248,5,M,2014,BA    ,Communication Studies,3,1
700498,3,F,2014,MSW   ,Social Work,2,1
701375,6,F,2014,BS    ,Biomedical Sciences,10,1
702217,13,M,2013,MST   ,Taxation,50,1
702254,2,F,2013,MED   ,Higher Education,50,1
702385,2,F,2013,BA    ,Women & Gender Studies,30,1
702455,3,M,2013,BBA   ,Marketing,4,1
702460,5,F,2013,BS    ,Psychology,5,1
702477,2,F,2013,BS    ,History,45,1
702481,3,F,2013,BS    ,Biomedical Sciences,25,1
702519,5,F,2013,BS    ,Public and Nonprofit Admin,25,1
702771,2,F,2013,BS    ,Psychology,25,1
711086,2,F,2013,BS    ,Public and Nonprofit Admin,5,1
717353,6,F,2014,BS    ,Public and Nonprofit Admin,25,1
717409,6,F,2014,BS    ,Political Science,4,1
718053,5,F,2014,BS    ,Biomedical Sciences,25,1
718057,3,F,2013,BS    ,Communication Studies,25,1
718089,5,F,2013,BA    ,Psychology,25,1
718091,4,F,2014,BSW   ,Social Work,50,1
718123,8,M,2014,BBA   ,Management,25,1
718185,4,F,2014,BA    ,Spanish,25,1
718189,3,F,2013,BA    ,International Relations,25,1
718192,3,M,2013,BA    ,International Relations,25,1
718193,4,F,2013,BA    ,International Relations,25,1
718278,4,F,2014,BA    ,Broadcasting,25,1
718364,2,F,2013,BBA   ,Management,150,1
718575,1,M,2013,BBA   ,Accounting,85,1
718678,1,M,2013,BBA   ,Finance,85,1
719084,3,F,2014,BS    ,Allied Health Sciences,150,1
719248,2,F,2014,BS    ,Biomedical Sciences,5,1
719266,2,M,2014,BS    ,Computer Science,20,1
719270,2,F,2014,BS    ,Liberal Studies,2,1
719273,1,M,2014,BS    ,Chemistry,5,1
719285,1,M,2013,BS    ,Communication Studies,10,1
719296,2,M,2014,BBA   ,Management,1,1
719340,1,F,2013,BBA   ,Finance,10,1
719353,1,M,2013,BS    ,Biomedical Sciences,10,1
719354,6,F,2014,BS    ,Communication Studies,10,1
719363,4,F,2014,BSW   ,Social Work,10,1
719384,1,M,2014,BS    ,Film and Video,2,1
719463,2,F,2014,BA    ,Hospitality Tourism Mgt,1,1
719467,1,M,2014,BS    ,Criminal Justice,1,1
719475,2,F,2014,BA    ,Hospitality Tourism Mgt,10,1
719480,1,F,2013,BS    ,Psychology,10,1
719537,3,F,2014,BS    ,GRO Social Studies,1,1
719539,1,M,2013,BS    ,Computer Science,10,1
719551,3,F,2014,BS    ,Exercise Science,3,1
719555,1,F,2014,BA    ,Communication Studies,20,1
719566,1,F,2013,BA    ,Advertising & Public Relations,5,1
719573,5,F,2014,BSW   ,Social Work,10,1
719578,4,F,2013,BS    ,Psychology,5,1
719591,3,M,2013,BBA   ,Accounting,10,1
719611,2,M,2013,BS    ,Allied Health Sciences,25,1
719620,2,M,2014,BS    ,GRO Social Studies,10,1
719646,2,F,2014,BS    ,Exercise Science,5,1
719688,2,F,2013,BS    ,Biology,10,1
719694,1,M,2013,BS    ,Physical Education,5,1
719710,3,F,2014,BBA   ,International Business,8,1
719713,4,M,2014,BSE   ,Mechanical Engineering,10,1
719811,3,M,2014,BS    ,Exercise Science,5,1
719824,1,F,2013,BA    ,Photography,1,1
719840,2,F,2014,BA    ,Legal Studies,5,1
719872,1,M,2013,BS    ,Psychology,5,1
719873,2,F,2013,BS    ,Natural Resource Management,10,1
719876,3,F,2014,BS    ,Anthropology,5,1
719877,5,F,2014,BA    ,GRO Social Studies,2,1
719942,1,M,2013,BS    ,Occupational Safety/Health Mgt,5,1
719963,1,F,2013,BS    ,Allied Health Sciences,10,1
719969,2,F,2014,BA    ,Hospitality Tourism Mgt,5,1
720009,5,F,2014,BS    ,Information Systems,10,1
720010,1,F,2013,BA    ,Writing,10,1
720015,2,F,2014,BS    ,Exercise Science,1,1
720030,1,F,2013,BA    ,Psychology,5,1
720050,2,F,2014,BA    ,English Language and Lit,2,1
720052,1,M,2014,BBA   ,Marketing,2,1
720055,7,M,2014,BS    ,Biomedical Sciences,10,1
720103,2,M,2014,BBA   ,Supply Chain Management,10,1
721070,1,F,2014,BS    ,Broadcasting,1.5,1
721071,1,F,2013,BFA   ,Studio Art,10,1
721072,4,F,2013,BBA   ,Management,25,1
721073,1,F,2013,BA    ,International Relations,2,1
721074,3,F,2013,BA    ,Art History,10,1
721075,1,M,2013,BBA   ,Accounting,10,1
721078,1,F,2013,BBA   ,Finance,10,1
721079,1,M,2013,BBA   ,Marketing,10,1
721081,1,M,2013,BS    ,Criminal Justice,10,1
721082,1,M,2013,BA    ,Film and Video,10,1
721083,2,F,2013,BS    ,Studio Art,10,1
721084,2,M,2014,BBA   ,Accounting,10,1
721085,1,F,2013,BS    ,Liberal Studies,10,1
721086,5,F,2014,BS    ,Allied Health Sciences,10,1
722022,3,M,2013,BS    ,Criminal Justice,20,1
722045,4,M,2013,BBA   ,Accounting,10,1
722166,3,F,2013,BA    ,English Language and Literature,10,1
722382,1,F,2014,MED   ,Higher Education,5,1
722741,3,F,2014,BS    ,Communication Studies,250,1
723152,5,F,2014,BSW   ,Social Work,3,1
723169,3,F,2014,BS    ,History,10,1
723194,6,M,2014,BBA   ,Business General,10,1
723274,6,F,2014,BS    ,Public and Nonprofit Admin,10,1
723352,4,M,2014,BBA   ,Marketing,3,1
723354,5,M,2014,BBA   ,Management,1,1
723380,2,F,2014,BS    ,Hospitality Tourism Mgt,5,1
723405,2,M,2014,BS    ,Allied Health Sciences,10,1
723414,4,F,2014,BS    ,Allied Health Sciences,5,1
723415,4,M,2014,BBA   ,Accounting,4,1
723435,4,F,2014,BS    ,Diagnostic Medical Sonography,20,1
723507,1,F,2014,BBA   ,Management,5,1
723525,2,M,2014,BBA   ,Finance,20,1
723549,8,F,2014,BA    ,Advertising & Public Relations,5,1
723563,3,F,2014,BSW   ,Social Work,2,1
723617,3,F,2014,BS    ,Therapeutic Recreation,2.49,1
723640,3,M,2014,BS    ,Exercise Science,10,1
723673,2,M,2014,BS    ,Exercise Science,1,1
723686,3,F,2014,BS    ,Biology,1,1
723689,3,M,2014,BBA   ,Supply Chain Management,2,1
723750,2,M,2014,BFA   ,Studio Art,10,1
723751,5,F,2014,BA    ,Communication Studies,5,1
723787,2,F,2014,BS    ,Communication Studies,0.29,1
723800,5,F,2014,BS    ,Advertising & Public Relations,10,1
723815,2,F,2014,BS    ,Biomedical Sciences,5,1
723861,3,F,2014,BSW   ,Social Work,5,1
723932,3,M,2014,BS    ,Computer Science,10,1
723942,4,M,2014,BS    ,Criminal Justice,2,1
723943,4,F,2014,BS    ,Film and Video,1,1
723944,2,M,2014,BS    ,Computer Science,10,1
723948,2,F,2014,BA    ,Classical Tradition,10,1
723950,6,F,2014,BS    ,Psychology,2,1
723986,4,F,2014,BA    ,International Relations,1,1
724014,1,F,2014,BS    ,Psychology,5,1
724020,5,F,2014,BS    ,Advertising & Public Relations,1,1
724022,5,F,2014,BS    ,Public and Nonprofit Admin,10,1
724023,2,F,2014,BS    ,Biomedical Sciences,10,1
724026,1,F,2014,BS    ,Criminal Justice,5,1
724051,2,F,2014,BS    ,History,5,1
724068,6,M,2014,BS    ,Liberal Studies,25,1
724095,1,F,2014,BS    ,Communication Studies,1,1
724116,7,F,2014,BBA   ,Management,10,1
724133,2,M,2014,BBA   ,Marketing,2,1
724172,5,M,2014,MED   ,Higher Education,25,1
724173,3,F,2014,BSN   ,Nursing - RN,10,1
724190,6,M,2014,MSW   ,Social Work,5,1
724194,2,F,2014,MED   ,Educational Leadership,10,1
724201,2,M,2014,BSW   ,Social Work,5,1
724230,4,M,2014,BBA   ,Business Economics,10,1
724231,1,F,2014,MPA   ,Public Administration,2,1
724243,3,F,2014,BA    ,Liberal Studies,10,1
724244,2,F,2014,BA    ,Liberal Studies,10,1
724262,5,M,2014,BS    ,Physical Education,5,1
724280,4,F,2014,MSW   ,Social Work,15,1
724290,2,F,2014,BBA   ,Accounting,5,1
724301,3,M,2014,BS    ,Hospitality Tourism Mgt,50,1
724304,2,F,2014,BSN   ,Nursing - RN,10,1
724352,6,F,2014,MED   ,Higher Education,5,1
724359,3,M,2014,BS    ,Psychology,10,1
724361,3,F,2014,BS    ,Therapeutic Recreation,0.57,1
724363,3,F,2014,BS    ,Psychology,5,1
724389,1,M,2014,BSW   ,Social Work,10,1
724395,8,F,2014,BA    ,Criminal Justice,1,1
724404,4,F,2014,BBA   ,Accounting,5,1
724406,2,F,2014,BS    ,Psychology,10,1
724410,4,M,2014,BBA   ,Finance,30,1
724422,2,F,2014,BS    ,Radiologic & Imaging Sciences,1.75,1
724447,3,F,2014,BS    ,Advertising & Public Relations,10,1
724455,2,M,2014,BS    ,Biomedical Sciences,10,1
724463,2,F,2014,BS    ,Biology,5,1
724479,3,M,2014,BBA   ,Management,100,1
724494,2,F,2014,BS    ,Hospitality Tourism Mgt,10,1
724505,2,F,2014,BS    ,Medical Laboratory Science,1,1
724512,1,M,2014,BS    ,Biomedical Sciences,1,1
724532,2,F,2014,BS    ,Biology,5,1
724536,2,F,2014,BS    ,Biomedical Sciences,1,1
724538,4,F,2014,BSW   ,Social Work,1,1
724563,5,M,2014,BS    ,Mathematics,1,1
724569,2,M,2014,BS    ,Biomedical Sciences,5,1
724597,2,F,2014,BSW   ,Social Work,1,1
724601,3,M,2014,BS    ,Criminal Justice,0.27,1
724604,2,F,2014,BSW   ,Social Work,5,1
724631,6,F,2014,BS    ,Psychology,10,1
724653,2,M,2014,BS    ,Computer Science,10,1
724654,2,F,2014,BS    ,Allied Health Sciences,1,1
724698,5,M,2014,BBA   ,Management,5,1
724699,2,F,2014,BS    ,Allied Health Sciences,10,1
724701,2,F,2014,BBA   ,Accounting,10,1
724709,3,F,2014,BS    ,Biomedical Sciences,10,1
724718,3,F,2014,BS    ,Legal Studies,10,1
724735,2,F,2014,BS    ,Criminal Justice,20,1
724739,2,F,2014,BA    ,Public and Nonprofit Admin,1,1
724748,4,F,2014,BS    ,Biomedical Sciences,1,1
724751,5,M,2014,BS    ,Information Systems,10,1
724756,3,F,2014,BS    ,Advertising & Public Relations,10,1
724797,3,M,2014,BS    ,Political Science,10,1
724826,4,F,2014,BS    ,Public and Nonprofit Admin,10,1
724837,3,F,2014,BS    ,Allied Health Sciences,1,1
724964,2,F,2014,BA    ,Psychology,1,1
724980,2,F,2014,BSW   ,Social Work,10,1
724983,3,F,2014,BS    ,Allied Health Sciences,2,1
724991,2,M,2014,BA    ,Music,20,1
725006,4,F,2014,BS    ,Public and Nonprofit Admin,10,1
725041,2,F,2014,BS    ,Allied Health Sciences,3,1
725051,2,M,2014,BS    ,Advertising & Public Relations,5,1
725086,3,F,2014,BS    ,Allied Health Sciences,10,1
725088,2,F,2014,BA    ,Psychology,5,1
725105,5,M,2014,BA    ,English Language and Literature,5,1
725113,2,F,2014,BS    ,Communication Studies,2,1
725131,4,F,2014,BBA   ,Marketing,1,1
725136,3,F,2014,BS    ,Allied Health Sciences,10,1
725155,3,M,2014,BS    ,Cell and Molecular Biology,1,1
725160,3,M,2014,BA    ,International Relations,0.5,1
725163,3,F,2014,BS    ,Advertising & Public Relations,10,1
725175,2,M,2014,BSW   ,Social Work,10,1
725176,4,F,2014,BA    ,Communication Studies,10,1
725188,4,F,2014,BA    ,Psychology,10,1
725192,4,F,2014,BS    ,Exercise Science,10,1
725193,2,M,2014,BBA   ,Finance,3,1
725195,2,F,2014,BS    ,Exercise Science,5,1
725207,3,F,2014,BBA   ,Management,3,1
725210,4,F,2014,BS    ,Advertising & Public Relations,10,1
725216,1,M,2014,DPT   ,Physical Therapy,2,1
725218,2,M,2014,BA    ,Criminal Justice,5,1
725222,4,M,2014,BS    ,Communication Studies,3,1
725235,2,F,2014,DPT   ,Physical Therapy,1,1
725242,4,M,2014,BS    ,Hospitality Tourism Mgt,5,1
725246,3,F,2014,BA    ,Economics,1,1
725253,4,F,2014,BS    ,Communication Studies,1,1
725261,3,F,2014,BSW   ,Social Work,5,1
725293,2,M,2014,BS    ,Hospitality Tourism Mgt,5,1
725304,6,M,2014,BS    ,Physical Education,20,1
725308,2,M,2014,MS    ,Cell and Molecular Biology,10,1
725334,2,M,2014,BBA   ,Management,1,1
725349,4,M,2014,BS    ,Allied Health Sciences,5,1
725359,3,M,2014,BS    ,Advertising & Public Relations,1,1
725391,2,F,2014,BS    ,Biomedical Sciences,6,1
725436,4,F,2014,BSW   ,Social Work,10,1
725467,2,F,2014,BSW   ,Social Work,2,1
725475,2,M,2014,MS    ,Cell and Molecular Biology,3,1
725481,2,F,2014,BS    ,Medical Laboratory Science,0.5,1
725484,2,M,2014,MSW   ,Social Work,5,1
725486,1,F,2014,BSW   ,Social Work,10,1
725491,6,F,2014,MED   ,Literacy Studies,5,1
725496,2,M,2014,MED   ,Higher Education,5,1
725505,3,F,2014,BSW   ,Social Work,3,1
725507,4,M,2014,MSE   ,Engineering,5,1
725509,3,F,2014,BS    ,Geography,25,1
725510,2,F,2014,MED   ,Literacy Studies,5,1
725511,4,F,2014,MED   ,Literacy Studies,10,1
727273,2,F,2014,BS    ,GRO Social Studies,2,1
